Match,Round,Agent_Names,Source,Action_Type,Action_Description,Player_Finished,Player_Hands,Board_Before,Board_After,Possible_Actions,Current_Roles,Match_Score,Game_Score,Game_Performance_Score
47,16,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
47,16,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
47,16,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10, 10]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
47,16,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
47,17,,RANDOM_03,DISCARD,C10;Q1;J0,True,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C10;Q1;J0', 'pass']",,,,
47,17,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C5;Q1;J0', 'pass']",,,,
47,17,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10, 10]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q1;J0', 'pass']",,,,
47,17,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
47,18,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C5;Q1;J0', 'pass']",,,,
47,18,,RANDOM_01,DISCARD,C10;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'pass']",,,,
47,18,,RANDOM_01,DECLARE_PIZZA,,,,,,,,,,
47,19,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 10, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C9;Q1;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
47,19,,RANDOM_04,DISCARD,C5;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C5;Q1;J0', 'pass']",,,,
47,19,,RANDOM_04,DECLARE_PIZZA,,,,,,,,,,
47,20,,RANDOM_04,DISCARD,C3;Q1;J0,True,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'pass']",,,,
47,20,,SYSTEM,END_MATCH,,,,,,,"{'RANDOM_01': 'Dishwasher', 'RANDOM_02': 'Chef', 'RANDOM_03': 'Souschef', 'RANDOM_04': 'Waiter'}","{'RANDOM_01': 0, 'RANDOM_02': 3, 'RANDOM_03': 2, 'RANDOM_04': 1}","{'RANDOM_01': 60, 'RANDOM_02': 73, 'RANDOM_03': 77, 'RANDOM_04': 72}",
48,0,,SYSTEM,NEW_MATCH,,,,,,,"{'RANDOM_01': 'Dishwasher', 'RANDOM_02': 'Chef', 'RANDOM_03': 'Souschef', 'RANDOM_04': 'Waiter'}",,"{'RANDOM_01': 0, 'RANDOM_02': 3, 'RANDOM_03': 2, 'RANDOM_04': 1}",
48,0,,SYSTEM,DEAL_CARDS,,,"[[12, 12, 4, 5, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 0, 0, 11], [4, 5, 5, 6, 7, 8, 8, 9, 9, 0, 0, 0, 0, 11, 11, 3, 3], [1, 2, 2, 3, 0, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10, 10, 4], [11, 0, 0, 0, 7, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11]]",,,,,,,
48,0,,SYSTEM,CARD_EXCHANGE,"[False, -1, [3, 3], 4, 11, [12, 12]]",,"[[12, 12, 4, 5, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 0, 0, 11], [4, 5, 5, 6, 7, 8, 8, 9, 9, 0, 0, 0, 0, 11, 11, 3, 3], [1, 2, 2, 3, 0, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10, 10, 4], [11, 0, 0, 0, 7, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11]]",,,,,,,
48,1,,RANDOM_01,DISCARD,C11;Q2;J0,0.0,"[0, 0, 4, 5, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 11, 12, 12]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C11;Q1;J0', 'C11;Q1;J1', 'C11;Q1;J2', 'C11;Q2;J0', 'C11;Q2;J1', 'C11;Q2;J2', 'C11;Q3;J0', 'C11;Q3;J1', 'C11;Q3;J2', 'pass']",,,,
48,1,,RANDOM_02,DISCARD,C10;Q4;J0,False,"[0, 0, 0, 0, 3, 3, 4, 5, 5, 6, 7, 8, 8, 9, 9, 11, 11]","[11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0]","['C3;Q2;J0', 'C5;Q2;J0', 'C8;Q2;J0', 'C9;Q2;J0', 'C10;Q2;J0', 'C10;Q3;J0', 'C10;Q4;J0', 'pass']",,,,
48,1,,RANDOM_03,DISCARD,pass,False,"[1, 2, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10, 10, 4]","[10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,1,,RANDOM_04,DISCARD,pass,False,"[11, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11]","[10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,1,,RANDOM_01,DISCARD,pass,False,"[0, 0, 4, 5, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 11, 12, 12]","[10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 10, 10, 0, 0, 0, 0, 0, 0, 0]","['C9;Q2;J2', 'C9;Q3;J1', 'C9;Q3;J2', 'pass']",,,,
48,1,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
48,2,,RANDOM_02,DISCARD,C9;Q1;J0,False,"[0, 0, 0, 0, 0, 3, 3, 4, 5, 5, 6, 7, 8, 8, 9, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C3;Q2;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
48,2,,RANDOM_03,DISCARD,C4;Q1;J0,False,"[0, 1, 2, 2, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10, 10]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C2;Q1;J0', 'C2;Q2;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C4;Q2;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'pass']",,,,
48,2,,RANDOM_04,DISCARD,pass,False,"[11, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,2,,RANDOM_01,DISCARD,pass,False,"[0, 0, 4, 5, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 11, 12, 12]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,2,,RANDOM_02,DISCARD,C3;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 3, 4, 5, 5, 6, 7, 8, 8, 9, 11, 11]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C3;Q2;J0', 'pass']",,,,
48,2,,RANDOM_03,DISCARD,C2;Q2;J0,False,"[0, 0, 0, 1, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10, 10]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C2;Q1;J0', 'C2;Q2;J0', 'pass']",,,,
48,2,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 3, 4, 5, 5, 6, 7, 8, 8, 9, 11, 11]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,2,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
48,3,,RANDOM_03,DISCARD,C10;Q1;J0,False,"[0, 0, 0, 0, 1, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'C10;Q2;J0', 'pass']",,,,
48,3,,RANDOM_04,DISCARD,C6;Q3;J0,False,"[0, 0, 0, 7, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11]","[10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","['C6;Q1;J0', 'C6;Q2;J0', 'C6;Q3;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'pass']",,,,
48,3,,RANDOM_01,DISCARD,pass,False,"[0, 0, 4, 5, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 11, 12, 12]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J2', 'C5;Q1;J2', 'pass']",,,,
48,3,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 3, 4, 5, 5, 6, 7, 8, 8, 9, 11, 11]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,3,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 1, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]","[6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,3,,RANDOM_04,DECLARE_PIZZA,,,,,,,,,,
48,4,,RANDOM_04,DISCARD,C7;Q1;J0,False,"[0, 0, 0, 0, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C7;Q2;J0', 'C7;Q3;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'C11;Q3;J0', 'C11;Q4;J0', 'C11;Q5;J0', 'C11;Q6;J0', 'pass']",,,,
48,4,,RANDOM_01,DISCARD,C4;Q1;J0,False,"[0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 10, 10, 10, 10, 11, 12, 12]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C4;Q1;J0', 'C4;Q1;J1', 'C4;Q1;J2', 'C5;Q1;J0', 'C5;Q1;J1', 'C5;Q1;J2', 'C6;Q1;J0', 'C6;Q1;J1', 'C6;Q1;J2', 'pass']",,,,
48,4,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 3, 4, 5, 5, 6, 7, 8, 8, 9, 11, 11]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'pass']",,,,
48,4,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 1, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C3;Q1;J0', 'pass']",,,,
48,4,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,4,,RANDOM_01,DECLARE_PIZZA,,,,,,,,,,
48,5,,RANDOM_01,DISCARD,C10;Q2;J1,False,"[0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 10, 10, 11, 12]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C5;Q1;J1', 'C5;Q1;J2', 'C6;Q1;J0', 'C6;Q1;J1', 'C6;Q1;J2', 'C7;Q1;J0', 'C7;Q1;J1', 'C7;Q1;J2', 'C8;Q1;J0', 'C8;Q1;J1', 'C8;Q1;J2', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q1;J2', 'C9;Q2;J0', 'C9;Q2;J1', 'C9;Q2;J2', 'C9;Q3;J0', 'C9;Q3;J1', 'C9;Q3;J2', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q1;J2', 'C10;Q2;J0', 'C10;Q2;J1', 'C10;Q2;J2', 'C10;Q3;J0', 'C10;Q3;J1', 'C10;Q3;J2', 'C10;Q4;J0', 'C10;Q4;J1', 'C10;Q4;J2', 'C11;Q1;J0', 'C11;Q1;J1', 'C11;Q1;J2', 'C0;Q0;J1', 'pass']",,,,
48,5,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 3, 4, 5, 5, 6, 7, 8, 8, 9, 11, 11]","[10, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,5,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 1, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10]","[10, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,5,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11]","[10, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 12, 0, 0, 0, 0, 0, 0, 0, 0]","['C8;Q3;J0', 'pass']",,,,
48,5,,RANDOM_01,DECLARE_PIZZA,,,,,,,,,,
48,6,,RANDOM_01,DISCARD,C10;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 11, 12]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C5;Q1;J1', 'C6;Q1;J0', 'C6;Q1;J1', 'C7;Q1;J0', 'C7;Q1;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'C9;Q1;J0', 'C9;Q1;J1', 'C9;Q2;J0', 'C9;Q2;J1', 'C9;Q3;J0', 'C9;Q3;J1', 'C10;Q1;J0', 'C10;Q1;J1', 'C10;Q2;J0', 'C10;Q2;J1', 'C11;Q1;J0', 'C11;Q1;J1', 'C0;Q0;J1', 'pass']",,,,
48,6,,RANDOM_02,DISCARD,C5;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 6, 7, 8, 8, 9, 11, 11]","[10, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q2;J0', 'C8;Q2;J0', 'pass']",,,,
48,6,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 1, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,6,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,6,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 7, 8, 9, 9, 9, 11, 12]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,6,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
48,7,,RANDOM_02,DISCARD,C7;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 6, 8, 8, 9, 11, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C4;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
48,7,,RANDOM_03,DISCARD,pass,False,"[0, 0, 0, 0, 1, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'pass']",,,,
48,7,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,7,,RANDOM_01,DISCARD,C5;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 9, 9, 11, 12]","[7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q1;J0', 'C5;Q1;J1', 'C6;Q1;J0', 'C6;Q1;J1', 'pass']",,,,
48,7,,RANDOM_02,DISCARD,C4;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 8, 8, 9, 11, 11]","[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C4;Q1;J0', 'pass']",,,,
48,7,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 9, 9, 11, 12]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,7,,RANDOM_02,DECLARE_PIZZA,,,,,,,,,,
48,8,,RANDOM_02,DISCARD,C11;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 8, 8, 9, 11]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C6;Q1;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C11;Q1;J0', 'C11;Q2;J0', 'pass']",,,,
48,8,,RANDOM_03,DISCARD,C1;Q1;J0,False,"[0, 0, 0, 0, 0, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 9, 10]","[11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C1;Q1;J0', 'C3;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'pass']",,,,
48,8,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,8,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 8, 9, 9, 9, 11, 12]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,8,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 8, 8, 9, 11]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,8,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
48,9,,RANDOM_03,DISCARD,C9;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 3, 4, 5, 5, 6, 7, 7, 8, 8, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C4;Q1;J0', 'C5;Q1;J0', 'C5;Q2;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C9;Q2;J0', 'C10;Q1;J0', 'pass']",,,,
48,9,,RANDOM_04,DISCARD,pass,False,"[0, 0, 0, 0, 7, 7, 8, 8, 8, 9, 9, 11, 11, 11, 11, 11, 11]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C8;Q3;J0', 'pass']",,,,
48,9,,RANDOM_01,DISCARD,C7;Q1;J1,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 9, 9, 11]","[9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C6;Q1;J0', 'C6;Q1;J1', 'C7;Q1;J0', 'C7;Q1;J1', 'C8;Q1;J0', 'C8;Q1;J1', 'pass']",,,,
48,9,,RANDOM_02,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 8, 8, 9, 11]","[7, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[7, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,9,,RANDOM_03,DISCARD,C5;Q2;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 6, 7, 7, 8, 8, 9, 10]","[7, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C5;Q2;J0', 'pass']",,,,
48,9,,RANDOM_01,DISCARD,pass,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 9, 9, 9, 11]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0]",['pass'],,,,
48,9,,RANDOM_03,DECLARE_PIZZA,,,,,,,,,,
48,10,,RANDOM_03,DISCARD,C3;Q1;J0,False,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 7, 7, 8, 8, 9, 10]","[13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['C3;Q1;J0', 'C4;Q1;J0', 'C6;Q1;J0', 'C7;Q1;J0', 'C7;Q2;J0', 'C8;Q1;J0', 'C8;Q2;J0', 'C9;Q1;J0', 'C10;Q1;J0', 'pass']",,,,
